CDR_ID,CDR_SUB_ID,STD_EVT_TYPE_ID,OBJ_ID,OWNER_CUST_ID,PRI_IDENTITY,DEFAULT_ACCT_ID,BILL_CYCLE_ID,SERVICE_CATEGORY,USAGE_SERVICE_TYPE,ACTUAL_USAGE,RATING_USAGE,USAGE_MEASURE_UNIT,FREE_UNIT_USAGE,FREE_UNIT_MEASURE_UNIT,ACTUAL_CHARGE,TOTAL_TAX_AMOUNT,CHARGE_CURRENCY_ID,RESERVE3,RESERVE8,RESERVE10,RECHARGE_CARD_INFO,CDR_ID.1,CDR_SUB_ID.1,PAY_ACCT_ID,PAY_OBJECT_ID,PAY_OBJECT_TYPE_ID,CHARGE_CODE,OFFERING_ID,PLAN_ID,DEDUCT_CHARGE_AMOUNT,TAX_AMOUNT1,TAX_AMOUNT2,TAX_AMOUNT3,CHARGE_CURRENCY_ID.1,PAY_CURRENCY_ID,CUST_ID,BILL_CYCLE_ID.1,CP_BILL_CYCLE_ID,CallingPartyNumber,CallingPartyIMSI,CallingCellID,TotalFlux,UpFlux,DownFlux,IMEI,ServiceID,SPID,CategoryID,ContentID,ChargingID,TransitionID,BrandID,MainOfferingID,ChargingPartyNumber,PayType,ChargingType,RoamState,CallingHomeAreaNumber,CallingRoamAreaNumber,HomeZoneID,SpecialZoneID,CallingVPNTopGroupNumber,CallingVPNGroupNumber,OnlineChargingFlag,DataZoneID,RoamingZoneID,ChargePartyIndicator,UsagePayLimitList,RuleBaseID,FluxPoolChargeFlag,locationID,recordSeqNum,ACTUAL_USAGE.1,RATE_USAGE,FREE_USAGE,USAGE_MEASURE_ID,accountId,CurrencyId,secCallIdFile,secIdFile,plmnId,cluster
701000074484523197,0,11007,100290050014031045,100290012107171686,503414265145750650,100290012200301647,20251001,5,31,29224.0,29224.0,1106.0,0.0,0.0,0.0,0,1037,5058,1999.0,0,198.85,507366675525895531,718333062760867890,295863617998067828,913170090173095867,678669872329934028,4.88,182819833235699523,706664527076381690,99.27,3.11,16.64,185.23,889498670379080930,750357572035291496,116780814823087263,92039107725937894,997345831685570476,788573955652801139,368010112760722,72506550623404977,886498,790592,395027,86612705640499,805279385758150906,249760997622049894,603070429385708374,737845915474140591,832008382796066058,589106666165588851,549162010063025941,547002998152497759,25506264936114629,0,1,1,752947324434788109,541779391151192975,866094330309042394,432146765011800062,964105490206200028,555053735110189536,1,579577073513587430,92714626872888920,106.36,100541,583915259360530483,151.46,95953271526710611,931129063156928144,258281,743414,392020,853274675064324574,20666865044340700,101790472957996670,215224911896093180,403990309898153138,229316136802550973,-1
701000074484358406,0,11007,100790012314615774,100790012115228527,963812265153469475,100790012201186276,20251001,5,31,18493224.0,18493224.0,1106.0,0.0,0.0,0.0,0,1037,50701,704.0,0,55.77,629304191197549161,995371667738516386,720496205306884610,865515564633020258,298696985107959316,103.18,234953269457078970,977441901849938297,9.83,120.61,75.35,1.03,658683228187172772,834392126615284833,818044720239678536,18940541464346733,983695365008954927,287892257175990484,368010112753518,371642156981667193,626768,274228,948660,86612705645189,529838830450196052,347428139165859380,182960014737588597,371977542039979860,825688222283246568,926122129121490503,702295673535021960,245270075926785519,7185348155856083,2,1,2,180291707240474210,128042937879527477,607940056461892328,370303925856176791,285072592850592867,267508470440229597,1,119487232801592247,132351886781143624,131.85,559578,837207965860643228,74.48,758052062181944000,614118672614978052,235016,131139,738803,762224960692269710,23274373048814852,442572465355702360,973293241626330352,656014276179162656,700504840939540774,-1
701000074484358410,0,11007,100790012314615774,100790012115228527,84700337198824826,100790012201186276,20251001,5,31,10034846.0,10034846.0,1106.0,0.0,0.0,0.0,0,1037,50701,705.0,0,36.23,12438818977230243,315543536246290144,4681763572711465,458943998909366674,455823686371373742,70.06,862360979749053969,558887356654439012,187.56,47.62,81.39,191.9,362510138755966911,214862013963301798,705657783499183856,279461597995282898,83781438994196507,9231115101978076,368010112735287,742268105161131840,102458,213900,441625,86612705641675,181588572232952679,657798118619494708,546933171738132722,569283002006462298,341869765173449413,775930179058023696,303582863742990502,486016625445332531,915977756263626495,1,1,1,323031188629138224,388998805131823331,332601066813597193,145704916160504045,900963498348052743,565330236974996905,1,905320815545362841,64929006542053734,39.19,563552,975976726566005798,179.09,50165287677272120,621317554379121436,161037,131471,867396,47503449886894791,767095115896774039,937533885011973000,401238959343469410,449383700833730397,749967997507583477,-1
701000074484685033,0,11007,100290050014031045,100290012107171686,380412108003513702,100290012200301647,20251001,5,31,7224.0,7224.0,1106.0,0.0,0.0,0.0,0,1037,5058,1999.0,0,137.75,970208147687413762,711368180820394640,882513944708948745,587223122999376735,630510486165726156,91.37,482493696738889696,241603350262005743,87.22,150.92,30.54,48.03,964547235190117724,414134548919986984,49387812542551106,766040218570557763,62833212183785585,387460233204557989,368010112779473,878612614530379969,487729,896835,927662,86612705640865,209974133218397941,689970111780159820,758047127073966456,935285684245495326,656738108035480336,805389318751861706,288239440196211753,266588716944496247,313285016293297465,1,0,0,41992055536829947,216961378521661698,799900068311580688,580804550986286248,264678598471609368,998128233812525852,0,199716597087999988,923580392986462693,183.7,90008,317928745036451901,73.75,904658335833531834,529135824544589977,827145,800498,874232,185018953620304022,481737629872905697,504179043719777435,692206056600735128,232408247302627931,58405637440791238,-1
702000073368268758,0,11007,101320050011594082,101320012107729204,197437868933103625,101320050008107596,20251001,5,31,12798.0,12798.0,1106.0,0.0,0.0,0.0,0,1037,50771,1103.0,92,14.39,332757094084617887,946821439456640515,21115684931317128,520261486050928329,116986506325483843,49.54,24787060089228487,113647994169409722,150.43,185.78,179.26,21.72,116042325286958337,183418646080897911,698089715121348394,149905768320278409,122350267473410456,414137406430289071,368010112721495,505116212370124248,194253,614537,376397,86612705643221,576038686893102719,224131448452194862,969238291118320761,799298754607305829,940652242938856559,846270043475680204,260967239398121634,426688596902574834,544452300590448273,1,0,0,372315586987027209,664988715724203047,586974946569591910,301018993773855417,967270949348983067,918143043259955484,1,662621413962215909,472519481827346330,80.59,991809,832010187206977455,190.14,859045874907186659,37609093609163349,705182,19582,940066,720727781917414474,179621402855970766,465760536969658059,459008277447216974,301810844420687046,303798687800918913,-1
702000073368268759,0,11007,101320050011594082,101320012107729204,660376879419251273,101320050008107596,20251001,5,31,18004.0,18004.0,1106.0,0.0,0.0,0.0,0,1037,50771,1999.0,92,28.39,298399219743148967,665941460613094102,930805251440365977,752993836507599953,408237875075362663,161.22,446616640465953481,330661356674520627,90.85,77.29,82.24,83.8,233525702831156113,68067983991003587,45747725885135543,917485094799009470,730899577679368691,771764645414048528,368010112777334,670996659675747300,221321,79309,231936,86612705644454,833946338177576054,426675256217321508,101315972951062869,495961692046167291,154159106929641866,355725224476112200,143249656564917804,385906911618772746,550009813440787550,2,0,3,936931838392645719,383396782840443702,725079789467416339,585472240230739056,795561844536999029,170046324309317442,0,82663087015600439,914612456143338165,52.52,105269,129442706498210645,56.3,878312309185946248,758745965569909080,265086,461035,540380,171139118803241973,443351917821079443,59690481398394053,878451201689416720,32793716291488750,476836678865091016,-1
701000074484243933,0,11007,100290050014031045,100290012107171686,911448077272201885,100290012200301647,20251001,5,31,4504.0,4504.0,1106.0,0.0,0.0,0.0,0,1037,5058,1999.0,0,148.63,355247464219957583,373571532803184664,766183381056512559,303117935888502181,509241530623860943,26.8,427287058093830797,591115958424239495,128.81,55.76,21.31,138.28,525892376850322741,905417807718352258,796150001334796484,21362054221116375,643512763761193564,590415306215853886,368010112792185,581570952368786634,742729,544445,535745,86612705649079,769505107183608398,563657893559693575,934916753036354091,92184062536159101,343535858274050272,683446045009366525,873463473479919585,654318197858892297,965954876604491912,1,0,3,791432911745503712,846712038675432053,929843303446017414,641424461921307534,615777718347117674,959694983104086798,0,798067901625674837,69965496153550817,53.3,930680,581149419000079000,62.84,564565615951120045,535261139036397324,892377,187524,979451,202247185313129475,690908230531287284,718518913574246945,460475682963989773,892101601489629785,732835301352150077,-1
701000074484243936,0,11007,100290050014031045,100290012107171686,321570085084380612,100290012200301647,20251001,5,31,6644.0,6644.0,1106.0,0.0,0.0,0.0,0,1037,5058,1999.0,0,151.5,734354482437529557,994955240824694306,359386536716184956,756608245323363319,500626266667062822,44.75,987568046588454870,776346238550090734,74.75,45.17,70.51,70.4,857240105427974938,929533520938275095,681489747290420030,547908979643750617,350746671284123893,154260989765021226,368010112783805,422550023164673796,604481,437155,432219,86612705648356,530943551091790138,737189714484459890,681663018734113077,921421946254751611,715431645693801025,851445706536031030,773753032221466409,432739198522411684,709107213433241499,1,0,0,44846505041535878,241997692179045377,176442870500996596,58181395354478607,137206276586415708,967639440707350455,0,673772152594072107,94973418058592556,98.36,226330,268864079908468638,179.82,730894054269439347,197452667983429878,236347,88181,86801,118906821148481324,537211216666431554,944529958088215390,316888399365745130,953009884085191431,751724083670959773,-1
701000074485186563,0,11007,100290050014031045,100290012107171686,778307033280756898,100290012200301647,20251001,5,31,104.0,104.0,1106.0,0.0,0.0,0.0,0,1037,5058,1999.0,0,57.03,548043977610716688,289661338513112810,582953569039182833,899653081619038999,351171251887115085,49.57,777167096014159658,450371596025159858,114.45,53.55,163.94,11.76,743679080226277521,617142244084082047,512863934699507801,301047936662118972,971231600108160771,426318928661548023,368010112708780,338852381891180465,991184,796525,588147,86612705644246,235917257393883299,778106748214060123,637679786627494116,806056623442066279,661244355519857216,171792546558725652,60886829370464842,127735009581837725,378437597750296782,2,0,1,682054104696255705,266034720837508643,7327529968425714,966535381045249484,349909601536951461,701396934939597515,0,112657650815250171,884336434753244666,30.51,925510,373551796624133845,177.89,288090823286081923,571654603161117385,717644,220104,950453,518248783458645561,185381677431660914,979693225484247046,843308061354724472,89110663233724458,413081970859089131,-1
701000074484982481,0,11007,100660011307504270,100660011101976166,192951796960493097,100660011207504270,20251001,5,31,1401691466.0,1401691466.0,1106.0,0.0,0.0,0.0,0,1037,3001,704.0,7,62.27,25531590644691453,276799788222366658,345920086372557877,657625815118974753,209774260071317612,115.44,187993155812629099,876760386995760487,171.19,109.49,163.94,168.97,782686581654912387,594859309609190550,431102834107615941,672856263620579385,260243053290546083,106653789150527781,368010112775108,69778099825768129,552748,74617,67628,86612705644777,224963034031390959,456829633805136400,245551849248212004,188189839047181451,412755562008046274,746671203015951866,949442281646245715,24747606244898609,371291875435375403,1,0,3,329237125011891718,722924062134054548,139743944337244654,432918648620007090,332101850251417061,432136928797726075,0,734638152138844974,878437506059766322,38.7,547266,407092226924924635,187.58,642288375696404010,405639928341721331,564764,147726,843659,763770693565836239,383825853752708536,84317051229944051,579496284496969109,941203211884952936,774527189331848010,-1
701000074485109978,0,11007,100290050014031045,100290012107171686,120940021242147154,100290012200301647,20251001,5,31,6344.0,6344.0,1106.0,0.0,0.0,0.0,0,1037,5058,1999.0,0,80.02,61244703850486077,938371786195401642,495663894725393841,126986079266710791,804825997788846414,83.47,796634722626750014,742580191366983398,178.31,90.49,19.39,77.16,696303653338579118,873016183209012193,522540702778258059,83329696074155733,467232268521325312,262111552179184106,368010112708117,393206108489626109,317808,28022,608039,86612705649624,860341407733552426,599326315439946895,468468704923064081,984880001801050009,726242959446101204,747741824149219049,526619177413978574,705070336735655612,751069455373302997,2,0,1,692163742065151187,577350064211207769,713630978880488015,910260776581465652,5140274072654543,961230768813249653,1,628203241497210306,545999475015994437,152.65,895373,562145694288915854,51.13,997677273460961131,89265491739079471,170572,38690,297340,179723452686881886,106257097718689638,423322139474384920,717197142241337443,829596289209806954,976814801248853242,-1
702000073369256619,0,11007,101430012314211864,101430012107164456,458996439141629731,101430012204420575,20251001,5,31,149152.0,149152.0,1106.0,0.0,0.0,0.0,0,1037,50701,1999.0,0,177.97,716670546928490880,402860608782750952,771926746568365350,423961863559175045,229614532038428310,121.27,501478288273733702,224337274283111857,64.12,111.1,79.58,107.17,359057229807886338,758204028390906769,5377319502404056,802525629274852145,863360146220604091,810829060559344785,368010112749868,637523230168290337,508145,637167,296009,86612705648133,667048190044822030,814340877623420335,512337008844113389,125884230418260520,121079806893883808,291832057318489149,701323546148116443,16136096374271984,518560427478723673,2,1,3,361801440799544966,798215892011817547,377245162354605621,794089440911569077,486671131026035498,232145139071826032,0,680500387125930163,461214298113052653,153.45,185483,463289472590703978,116.16,609940489567338324,485279967498473317,883256,54544,429718,848956595382438039,854573439873754926,636981665082354217,58916164797041574,667175624588253165,896493157153499639,-1
701000074485261857,0,11007,100040011311988202,100040011102165804,807379894577958180,100040011211988202,20251001,5,31,858828301.0,858828301.0,1106.0,0.0,0.0,0.0,0,1037,3001,704.0,7,86.07,500526459516581362,189749418664062628,135947222005794373,70866205807717238,974530700641357578,183.66,969743808301487266,737842534596384956,187.45,38.9,142.61,63.09,758364068425453433,535118696360732858,32664345081350267,524837536623994539,561062508260950989,589071635057400631,368010112759861,927829771719157371,210512,902303,862666,86612705640955,453947364517280846,948352988201314510,620976802310268904,693105684831580267,430694386951440045,870276799023881077,487704108687960898,430155182924937917,534831263977344597,2,1,0,961076817838397720,155521581665159120,983853476461554156,663239035445447491,769754252857156868,538207838373936215,1,938200148257536141,376212243108128195,54.04,837144,303450331847088078,176.54,201664590752577933,786867945428845417,928376,713989,349096,618908011786432280,37298618805318786,986141503101234618,66997440536340415,702242216881947423,64181941975607619,-1
701000074485382811,0,11007,100160050007934102,100160050006263956,132511152397242376,100160050006271347,20251001,5,31,122784.0,122784.0,1106.0,0.0,0.0,0.0,0,1037,50731,704.0,0,193.38,935236579331245512,621769209855689938,708500554888221511,395770780377384369,212758613107086749,118.43,686597935372793707,833881282924391267,112.35,124.01,158.67,2.45,880084301230877384,631782022249391393,142325481398921409,936032536376074503,245300170411666998,799635492673437501,368010112747915,160565965365049289,97457,585845,977019,86612705642898,66933556062380039,318383431885097620,683520751443351788,526593856616427301,175648201716791706,420815878782372877,388939112561170369,298642297077212632,765212356213157843,0,0,3,399402267222864189,145598063644689708,882486807280434022,11638558187479688,305928570152868428,145643192677552743,0,264049663710598414,975709773122794360,78.71,185994,938048237599025979,183.5,765726728172526058,389196033716132914,873221,350327,197671,303713185144197105,401168209079151756,723208372482793441,781426531900182701,364317803046272211,511063112300932824,-1
701000074485382814,0,11007,100160050007934102,100160050006263956,503757382402571845,100160050006271347,20251001,5,31,576301.0,576301.0,1106.0,0.0,0.0,0.0,0,1037,50731,705.0,0,114.58,759086747591582199,440516366472854398,932566415012349090,598782813929589291,193569171181644690,22.6,711753247261330441,826206994246591915,26.08,16.43,62.41,74.13,317922717133435810,713738346149489414,933765718299061784,733677467072821430,525249873169602416,770235118618909403,368010112739625,761486826527779519,707331,595222,579094,86612705645868,127864528884851453,792785707028610320,321459839995258823,701339304172268504,937720000162048465,612039479694882312,289964375410064120,843984147521156830,716023840409050911,0,1,2,582391994440486263,670474013018371525,747184883773847041,80504301364616143,710599268885840821,682152077094138497,0,831258900413226837,712807167310744790,94.12,747442,559702245040906598,179.06,54481709490539171,704175799661402801,270799,637236,85723,940094494194283520,795358578597850738,828432659683048618,725522723222570619,602184242611308218,232384482494558066,-1
702000073368938024,0,11007,101320050008487055,101320012107729204,898472980001670914,101320050007521942,20251001,5,31,110254.0,110254.0,1106.0,0.0,0.0,0.0,0,1037,50701,1999.0,0,47.09,41080989724073075,453208453996654147,419002140922109326,994583061226032919,218990539499588675,54.22,530389678945348071,692142459138385867,46.06,25.96,49.31,93.67,853094771549262984,272522780259920911,445505792072809692,779158414969431432,62962863967676377,425385921850690497,368010112758987,877209580860446583,502521,198798,467880,86612705645084,787416147564552913,722479773752508972,419714607080129181,471924060016884026,917161827317480183,493410628064064895,533605602024832415,597507615939315417,368678782891791507,0,0,3,773724262960236614,523283853921742685,159522934111826423,4274232206510064,776133239730840170,245034486587313982,0,45899814727209069,42722617781262497,116.4,552536,686068202425627010,11.15,715359230518392165,929667290420828525,951020,245720,749726,844652174741064389,930714617466359529,698597373291721275,147966755564795226,363063611677583542,559942682530316143,-1
702000073369257214,0,11007,101320050008487055,101320012107729204,896970983946998285,101320050007521942,20251001,5,31,2698153.0,2698153.0,1106.0,0.0,0.0,0.0,0,1037,50701,1103.0,0,120.1,637653338924234314,101563267517333288,993169571247168388,714462240791555216,404971978754034185,86.33,587738233382290782,438628942472239979,92.89,182.18,43.0,83.46,866782082109021361,305480528031943135,642794908172969303,246935617614099427,736280474839344502,216955262274220658,368010112791395,848217336073042511,502099,514050,576309,86612705644302,504790775208525441,322917080253144565,86908068151216985,308819446067623767,555124665172009702,920359236132321919,736919903521954523,702442511224258794,659520399640479849,2,0,0,985464696011243710,549563392900614591,426725214335704568,749644909580544065,624460357016446013,67561295351113376,0,772865639612198379,144719270384037315,32.29,289592,878235812326563531,127.97,868577091442235293,126401413842915937,136188,662031,357513,976894900143562089,420389284927622474,306810196598607810,88254661571602551,416971736466627158,744394119646856552,-1
